"id","body","created_at",""
"53081245","$RGLS will be a major player in Hep C treatment with $GILD, $ABBV, $MRK and $ACHN!

http://stkw.it/i8fr","2016-04-17T23:14:40Z","GILD"
"53070829","$GILD praying for 101 and then 111 but world turmoil affecting continued rise overall not gild specific a true test of value vs beta","2016-04-17T18:10:32Z","GILD"
"53070766","$GILD no oil deal and Saudi threat hen to dump u S assets  hope you listened to me and hedged","2016-04-17T18:08:59Z","GILD"
"53068239","$RGLS is the next $GILD coming w 100 % cure rate for HCV! 
http://stkw.it/d89D","2016-04-17T16:23:52Z","GILD"
"53065560","Cowen Biotech Q1 Preview: $GILD $CELG $ACAD $ARIA http://stkw.it/e8Bl","2016-04-17T14:05:19Z","GILD"
"53063927","Gilead Sciences&#39;s buy rating reiterated at Cowen and Company. http://stkw.it/z82p $GILD","2016-04-17T12:12:22Z","GILD"
"53063797","Philstockworld Top Trade Review: $AAPL $ABX $BA $CAKE $CMG $DIS $IBM $GILD $LL $UNG $SPY -- http://stkw.it/v72I","2016-04-17T12:03:37Z","GILD"
"53061591","@shortfloat @Afortyyearold @jordanberg78 $gild Mgt is dumb not to step up their buy backs at these absurd price levels. soon they will!! :)","2016-04-17T05:51:49Z","GILD"
"53056206","$GILD Bullish that said so much cash wish they would do more with it.","2016-04-16T23:42:01Z","GILD"
"53053421","@biotechpro $Gild is a mighty foe.  Your data better be phase 3 amazing and mass producable so they take you out.  Pills &gt; injections.","2016-04-16T21:06:17Z","GILD"
"53051106","$GILD Trend looks robust but beware earnings are coming at the end of the month. http://stkw.it/a87X","2016-04-16T19:08:31Z","GILD"
"53047996","$GILD Gilead Sciences is a 5 star  dividend  stock with a 1.8% yield: http://stkw.it/z7xx","2016-04-16T16:30:45Z","GILD"
"53047573","$GILD &quot;enhance our understanding of pathogenesis of NASH and PSC, 2 progressive liver diseases for which are no approved treatment options&quot;","2016-04-16T16:11:50Z","GILD"
"53047547","$GILD &quot;today announced data supporting dev of 3 investigational agents for treatmnt of nonalcoholic steatohepatitis&quot; http://stkw.it/x6uU","2016-04-16T16:10:49Z","GILD"
"53047399","@Parched_River_Capital @wplong89 why not? Its comparable to the drug $GILD makes","2016-04-16T16:04:31Z","GILD"
