Date,Open,High,Low,Close,Volume,Adj Close
2016-04-18,207.779999,209.279999,207.00,209.240005,75277700,209.240005
2016-04-11,205.25,208.600006,203.699997,207.779999,83455600,207.779999
2016-04-04,206.830002,207.070007,203.089996,204.50,88732400,204.50
2016-03-28,203.610001,207.139999,202.399994,206.919998,86515400,206.919998
2016-03-21,204.070007,205.229996,201.740005,203.119995,83953000,203.119995
2016-03-14,202.160004,205.229996,201.050003,204.380005,113747000,204.380005
2016-03-07,199.339996,202.809998,197.380005,202.759995,122759600,201.719589
2016-02-29,195.110001,201.350006,193.330002,200.429993,118919700,199.40155
2016-02-22,193.869995,196.679993,189.320007,195.089996,121293900,194.088959
2016-02-16,188.770004,193.320007,187.630005,192.00,118349000,191.014816
2016-02-08,185.770004,188.339996,181.089996,186.630005,174189000,185.672379
2016-02-01,192.529999,194.580002,187.100006,187.949997,168800300,186.985596
2016-01-25,189.919998,193.880005,187.059998,193.720001,162283600,192.725983
2016-01-19,189.960007,190.759995,181.020004,190.520004,211471100,189.542404
2016-01-11,193.009995,194.860001,185.520004,187.809998,229416500,186.846313
2016-01-04,200.490005,201.899994,191.580002,191.919998,181713000,190.935226
2015-12-28,204.860001,207.789993,203.869995,203.869995,84184000,202.823898
2015-12-21,201.410004,206.330002,200.089996,205.679993,92412400,204.624603
2015-12-14,202.070007,208.479996,199.830002,200.020004,191591500,198.993668
2015-12-07,209.229996,209.729996,201.509995,201.880005,139020600,199.655869
2015-11-30,209.75,211.00,204.75,209.619995,135652100,207.310593
2015-11-23,209.380005,209.979996,207.410004,209.559998,63275800,207.251251
2015-11-16,202.320007,210.119995,202.179993,209.309998,108468600,207.004013
2015-11-09,209.309998,209.490005,202.440002,202.539993,109924300,200.308594
2015-11-02,208.320007,211.660004,208.169998,210.039993,93324300,207.725967
2015-10-26,207.300003,209.440002,205.789993,207.929993,100889500,205.639206
2015-10-19,202.50,207.949997,201.649994,207.509995,115272800,205.223846
2015-10-12,201.419998,203.289993,198.940002,203.270004,97475100,201.030563
2015-10-05,196.460007,201.899994,196.330002,201.330002,124205400,199.111938
2015-09-28,191.779999,195.029999,186.929993,195.00,168619100,192.851669
2015-09-21,196.440002,197.679993,190.559998,192.869995,133368200,190.745132
2015-09-14,196.949997,202.889999,194.960007,195.449997,158508700,193.296707
2015-09-08,195.940002,199.470001,194.25,196.740005,135918900,193.566177
2015-08-31,198.110001,199.130005,190.729996,192.589996,187747400,189.483109
2015-08-24,187.490005,199.839996,182.399994,199.279999,330178500,196.065186
2015-08-17,208.710007,210.679993,197.520004,197.830002,172925500,194.63858
2015-08-10,209.279999,210.669998,205.360001,209.419998,108129100,206.041611
2015-08-03,210.460007,211.309998,206.869995,207.949997,103092400,204.595322
2015-07-27,206.940002,211.449997,206.259995,210.50,111253700,207.104187
2015-07-20,212.75,213.179993,207.600006,208.00,89068700,204.644516
2015-07-13,208.990005,212.550003,208.940002,212.470001,96281200,209.042404
2015-07-06,205.770004,208.169998,204.110001,207.479996,145877100,204.132904
2015-06-29,208.050003,209.830002,205.279999,207.320007,156475000,203.975494
2015-06-22,211.910004,212.589996,209.160004,209.820007,86552400,206.435165
2015-06-15,208.639999,213.339996,207.789993,210.809998,126549500,207.40918
2015-06-08,209.639999,212.089996,207.690002,210.009995,107581600,205.621902
2015-06-01,211.940002,212.669998,208.979996,209.770004,109255600,205.386917
2015-05-26,212.399994,212.979996,210.199997,211.139999,104354200,206.728287
2015-05-18,212.240005,213.779999,212.160004,212.990005,69143900,208.539642
2015-05-11,211.570007,212.610001,208.619995,212.440002,92509500,208.001129
2015-05-04,211.229996,212.020004,206.759995,211.619995,112687100,207.198257
2015-04-27,212.330002,212.479996,207.619995,210.720001,111322200,206.317062
2015-04-20,209.059998,211.970001,208.899994,211.649994,81385400,207.227631
2015-04-13,209.869995,211.039993,207.009995,207.949997,101822700,203.60495
2015-04-06,205.369995,210.089996,205.210007,210.039993,88645600,205.651276
2015-03-30,206.979996,208.610001,204.509995,206.440002,111788400,202.126495
2015-03-23,210.419998,211.110001,204.119995,205.740005,116223500,201.441132
2015-03-16,206.710007,211.270004,205.860001,210.410004,151010100,206.01355
2015-03-09,207.740005,208.789993,204.399994,205.830002,122698000,200.633667
2015-03-02,210.779999,212.059998,207.100006,207.50,115463000,202.261505
2015-02-23,210.940002,212.240005,210.479996,210.660004,80143800,205.341736
2015-02-17,209.399994,211.330002,208.729996,211.240005,97495000,205.907104
