Date,Open,High,Low,Close,Volume,Adj Close
2016-04-18,157.610001,168.899994,157.00,166.75,4094700,166.75
2016-04-11,151.179993,162.270004,150.410004,158.520004,3567400,158.520004
2016-04-04,159.970001,160.00,149.369995,150.279999,3222100,150.279999
2016-03-28,153.139999,160.009995,151.50,159.820007,2921700,159.820007
2016-03-21,157.240005,158.899994,150.130005,153.00,3808900,153.00
2016-03-14,153.660004,158.179993,148.75,157.600006,4622000,157.600006
2016-03-07,156.00,156.369995,148.839996,153.940002,3598700,153.940002
2016-02-29,149.75,158.850006,148.320007,156.839996,5128400,156.839996
2016-02-22,149.199997,151.970001,140.259995,150.25,4895200,149.600006
2016-02-16,149.600006,152.00,145.429993,146.910004,6732400,146.27446
2016-02-08,153.830002,153.830002,139.050003,146.130005,8494100,145.497833
2016-02-01,160.410004,161.00,147.009995,156.470001,4868400,155.793091
2016-01-25,156.399994,161.589996,151.119995,161.559998,4924600,160.861069
2016-01-19,157.559998,158.759995,151.490005,156.860001,6638000,156.181412
2016-01-11,165.00,168.179993,153.809998,155.610001,4918000,154.936813
2016-01-04,175.789993,177.50,163.600006,163.940002,4884800,163.230774
2015-12-28,181.770004,184.179993,179.839996,180.229996,1715100,179.450302
2015-12-21,177.50,183.169998,175.830002,182.470001,2065300,181.680618
2015-12-14,176.669998,187.889999,172.899994,175.490005,4247100,174.73082
2015-12-07,190.00,190.119995,175.470001,176.559998,3206700,175.796173
2015-11-30,190.50,193.839996,184.729996,189.990005,3297800,189.168091
2015-11-23,191.300003,191.490005,186.559998,190.470001,1984800,188.99881
2015-11-16,189.990005,194.210007,188.009995,191.470001,2737500,189.991089
2015-11-09,199.039993,199.899994,190.059998,190.389999,2408500,188.919434
2015-11-02,188.320007,199.470001,187.679993,199.169998,2721200,197.631607
2015-10-26,187.100006,191.960007,184.50,187.50,2719500,186.051758
2015-10-19,183.479996,186.50,179.550003,185.50,2912200,184.0672
2015-10-12,180.800003,186.649994,175.759995,185.179993,3579900,183.749664
2015-10-05,178.229996,183.789993,177.830002,179.190002,2886300,177.805939
2015-09-28,178.460007,178.460007,167.490005,177.009995,3866400,175.642776
2015-09-21,183.300003,184.410004,174.820007,179.830002,3356600,178.440994
2015-09-14,185.600006,190.570007,180.550003,180.940002,3759800,179.542419
2015-09-08,183.910004,191.75,183.320007,185.270004,3349000,183.838974
2015-08-31,187.690002,190.25,179.130005,180.380005,3718800,178.986755
2015-08-24,178.460007,189.860001,172.100006,187.75,5232300,186.29982
2015-08-17,201.009995,203.100006,187.580002,187.740005,2906700,185.649933
2015-08-10,204.589996,206.570007,196.580002,202.020004,2777300,199.770966
2015-08-03,205.75,207.779999,202.320007,203.440002,1647800,201.175156
2015-07-27,205.449997,208.130005,203.50,205.070007,1980500,202.787003
2015-07-20,212.679993,214.610001,206.899994,207.350006,2221700,205.041626
