Date,Open,High,Low,Close,Volume,Adj Close
2016-04-18,98.169998,102.449997,98.110001,101.93,9180900,101.93
2016-04-11,96.410004,98.980003,95.50,98.290001,8970000,98.290001
2016-04-04,94.349998,97.629997,93.50,96.089996,10891800,96.089996
2016-03-28,92.07,94.379997,90.610001,94.120003,10267100,94.120003
2016-03-21,90.00,93.959999,89.440002,91.32,11855500,91.32
2016-03-14,90.00,91.209999,88.809998,90.269997,11477100,90.269997
2016-03-07,87.110001,90.400002,86.879997,89.650002,11210200,89.220001
2016-02-29,87.870003,89.720001,86.849998,87.209999,13722400,86.791702
2016-02-22,88.349998,90.919998,86.790001,88.099998,9800700,87.677429
2016-02-16,90.720001,91.50,87.120003,87.440002,14844000,87.020599
2016-02-08,84.190002,89.879997,83.860001,89.440002,14244200,89.011009
2016-02-01,82.32,88.019997,81.889999,85.139999,17921600,84.731628
2016-01-25,91.529999,93.540001,82.330002,83.00,16159000,82.601898
2016-01-19,93.139999,93.220001,86.279999,91.830002,13842200,91.389542
2016-01-11,97.220001,98.489998,89.68,91.839996,13739900,91.39949
2016-01-04,99.769997,100.68,96.029999,96.449997,12325300,95.987381
2015-12-28,103.00,103.550003,101.169998,101.190002,6009900,100.704651
2015-12-21,102.209999,103.900002,101.629997,103.580002,6348600,103.083183
2015-12-14,99.970001,104.790001,98.660004,101.599998,11252600,101.112679
2015-12-07,104.110001,104.330002,99.669998,100.029999,7467700,99.122276
2015-11-30,108.209999,108.309998,100.50,104.07,10371700,103.125618
2015-11-23,106.699997,108.629997,105.50,108.00,5124600,107.019951
2015-11-16,102.900002,108.220001,101.639999,106.540001,7329100,105.573204
2015-11-09,108.00,109.370003,102.120003,102.57,8325900,101.639229
2015-11-02,108.760002,109.949997,106.050003,108.339996,8530000,107.356865
2015-10-26,108.650002,111.110001,105.940002,108.129997,12763400,107.148773
2015-10-19,102.639999,109.650002,99.370003,107.989998,13477400,107.01004
2015-10-12,101.080002,103.370003,97.599998,102.830002,9441400,101.896873
2015-10-05,99.989998,101.800003,95.050003,100.650002,12482200,99.736649
2015-09-28,99.059998,99.720001,93.190002,98.279999,18136500,97.388153
2015-09-21,109.120003,109.370003,99.190002,100.139999,13484200,99.231277
2015-09-14,109.470001,113.309998,108.209999,108.440002,9316200,107.455963
2015-09-08,103.839996,109.690002,102.910004,109.629997,9411300,108.209061
2015-08-31,107.419998,108.330002,100.550003,102.059998,11411700,100.737175
2015-08-24,97.309998,109.599998,86.00,107.779999,17041600,106.383041
2015-08-17,115.080002,117.699997,105.330002,105.330002,10501000,103.964798
2015-08-10,115.730003,117.120003,113.550003,115.599998,6642800,114.101685
2015-08-03,118.50,120.370003,113.129997,114.440002,9606500,112.956718
2015-07-27,112.629997,119.459999,108.00,117.860001,15132600,116.33239
2015-07-20,118.800003,118.980003,112.660004,112.830002,8372500,111.367592
2015-07-13,115.00,119.720001,114.309998,118.260002,9418500,116.727211
2015-07-06,114.459999,116.440002,112.410004,113.739998,10335200,112.265793
2015-06-29,117.879997,119.139999,114.910004,115.040001,10729200,113.548943
2015-06-22,120.769997,123.370003,118.889999,119.50,8626100,117.951134
2015-06-15,116.720001,121.779999,116.400002,119.800003,12960900,118.247253
2015-06-08,113.959999,119.699997,113.150002,117.660004,11207200,116.134987
2015-06-01,113.169998,114.93,112.519997,113.959999,9218800,112.076927
2015-05-26,111.489998,113.43,109.540001,112.269997,11831200,110.414848
2015-05-18,109.589996,112.660004,108.150002,111.709999,10636200,109.864105
2015-05-11,104.190002,110.239998,103.449997,109.300003,11300800,107.493935
2015-05-04,105.650002,107.50,99.660004,103.849998,12371400,102.133987
2015-04-27,104.18,106.339996,99.800003,105.010002,13174200,103.274818
2015-04-20,102.279999,105.75,100.410004,103.699997,10909600,101.986465
2015-04-13,102.010002,104.720001,100.610001,101.379997,9467900,99.704796
2015-04-06,97.919998,102.449997,97.190002,101.769997,9472900,100.088356
2015-03-30,101.120003,101.660004,95.379997,98.43,12347400,96.803551
2015-03-23,99.779999,103.110001,98.589996,101.00,13028300,99.331078
2015-03-16,100.00,102.709999,98.540001,102.290001,11963200,100.599762
2015-03-09,101.540001,101.980003,98.699997,99.610001,9447600,97.96405
2015-03-02,104.300003,104.449997,101.660004,101.809998,8443000,100.127693
2015-02-23,102.959999,105.419998,102.709999,103.529999,7733000,101.819275
2015-02-17,102.059998,104.309998,101.910004,102.610001,9354600,100.914474
2015-02-09,97.010002,101.900002,96.629997,101.900002,12087500,100.216209
2015-02-02,106.099998,107.309998,95.809998,97.480003,27047400,95.869247
2015-01-26,104.870003,107.769997,101.07,104.830002,10844300,103.097794
2015-01-20,101.139999,106.110001,100.150002,105.540001,13426800,103.796059
2015-01-12,102.839996,103.339996,95.25,100.709999,16300000,99.045868
2015-01-05,95.239998,103.830002,93.18,102.209999,19981600,100.521088
2014-12-29,96.07,98.239998,94.239998,94.910004,16335400,93.341713
2014-12-22,96.730003,98.07,85.949997,93.790001,43086300,92.240219
2014-12-15,105.239998,109.489998,99.559998,108.449997,15661300,106.657974
2014-12-08,105.050003,107.580002,102.220001,104.129997,11839000,102.409355
2014-12-01,100.00,105.449997,99.769997,104.589996,15556400,102.861755
2014-11-24,101.110001,102.300003,98.370003,100.32,14209400,98.662315
2014-11-17,101.099998,103.970001,100.080002,100.580002,17581800,98.918022
2014-11-10,109.07,109.370003,100.00,102.059998,18168700,100.373566
2014-11-03,112.309998,112.800003,105.75,106.449997,13367200,104.691025
2014-10-27,110.769997,116.830002,108.00,112.00,16913400,110.149315
2014-10-20,101.150002,111.470001,100.82,110.709999,13383200,108.88063
2014-10-13,104.489998,104.57,91.730003,100.75,20615900,99.085213
2014-10-06,107.220001,108.970001,102.540001,103.730003,14091900,102.015976
2014-09-29,107.589996,108.68,103.610001,106.519997,10635200,104.759865
2014-09-22,106.010002,110.589996,104.550003,108.379997,12812000,106.589134
2014-09-15,101.900002,107.889999,99.230003,105.959999,18027700,104.209122
2014-09-08,104.949997,108.489998,102.900002,103.660004,12717500,101.947128
2014-09-02,108.169998,110.639999,97.540001,105.360001,19875000,103.619034
2014-08-25,105.110001,108.769997,104.769997,107.559998,15293300,105.782684
2014-08-18,100.440002,105.160004,99.330002,103.959999,13340500,102.242172
2014-08-11,93.139999,99.489998,92.510002,99.489998,12850800,97.846031
2014-08-04,92.00,93.639999,90.82,92.449997,10184400,90.922356
2014-07-28,90.099998,94.339996,89.93,91.50,12846300,89.98806
2014-07-21,89.800003,92.970001,88.580002,89.839996,16085100,88.355484
2014-07-14,89.129997,90.739998,84.75,89.190002,13384600,87.716232
2014-07-07,88.059998,89.980003,86.029999,88.730003,10877600,87.263832
2014-06-30,82.849998,88.400002,82.629997,87.900002,11389300,86.447548
2014-06-23,81.269997,83.379997,80.459999,82.940002,8147700,81.569504
2014-06-16,80.870003,81.550003,78.830002,81.199997,10788600,79.858253
2014-06-09,81.389999,81.800003,78.50,80.720001,12250700,79.386185
2014-06-02,81.32,83.459999,80.75,82.389999,8486200,81.028587
