Date,Open,High,Low,Close,Volume,Adj Close
2016-04-18,31.860001,36.490002,31.41,35.98,18226300,35.98
2016-04-11,34.369999,34.790001,30.34,32.139999,33868700,32.139999
2016-04-04,28.379999,38.18,25.27,33.669998,50009500,33.669998
2016-03-28,30.40,30.60,25.75,28.10,34292500,28.10
2016-03-21,26.10,34.400002,25.99,31.09,47239600,31.09
2016-03-14,69.550003,70.43,26.719999,26.98,62686300,26.98
2016-03-07,63.299999,69.660004,62.75,69.550003,9029000,69.550003
2016-02-29,76.519997,76.949997,59.869999,61.310001,22322700,61.310001
2016-02-22,86.50,86.550003,72.43,80.650002,14353100,80.650002
2016-02-16,90.489998,96.620003,84.610001,84.989998,6948300,84.989998
2016-02-08,93.029999,94.300003,79.620003,88.389999,5794100,88.389999
2016-02-01,88.730003,101.400002,87.330002,96.589996,8054600,96.589996
2016-01-25,88.00,99.449997,85.599998,90.220001,6882500,90.220001
2016-01-19,90.029999,93.720001,83.849998,88.599998,4254000,88.599998
2016-01-11,92.040001,92.989998,82.099998,88.699997,6802600,88.699997
2016-01-04,98.059998,105.93,90.550003,91.059998,8076900,91.059998
2015-12-28,108.800003,109.550003,99.669998,101.650002,9848500,101.650002
2015-12-21,110.459999,116.269997,107.290001,114.110001,3557300,114.110001
2015-12-14,93.940002,119.870003,92.559998,108.519997,14061000,108.519997
2015-12-07,94.080002,98.849998,89.040001,93.059998,6355700,93.059998
2015-11-30,87.279999,101.93,86.07,95.309998,13648700,95.309998
2015-11-23,92.099998,97.639999,83.019997,87.089996,14850000,87.089996
2015-11-16,74.489998,91.279999,69.330002,91.00,17189300,91.00
2015-11-09,83.099998,86.400002,72.089996,75.410004,19541400,75.410004
2015-11-02,97.160004,104.800003,73.32,81.769997,27818600,81.769997
2015-10-26,110.00,127.080002,90.459999,93.769997,22616900,93.769997
2015-10-19,169.800003,171.50,88.50,116.160004,39395500,116.160004
2015-10-12,175.940002,179.830002,155.229996,177.559998,6397500,177.559998
2015-10-05,176.809998,179.809998,157.020004,175.940002,6241700,175.940002
2015-09-28,196.729996,206.509995,152.940002,182.320007,12004200,182.320007
2015-09-21,243.399994,245.820007,189.00,199.470001,4398200,199.470001
2015-09-14,226.339996,243.240005,220.419998,242.139999,1604800,242.139999
2015-09-08,236.380005,237.910004,223.910004,225.639999,1642400,225.639999
2015-08-31,234.660004,237.800003,222.339996,229.529999,1618100,229.529999
2015-08-24,207.990005,236.360001,200.020004,236.119995,2426500,236.119995
